state,land_class,representative_year,raw_area_ha,effective_weight,effective_area_ha,year_selection_reason,capacity_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator,evidence_scope,target_match_status,slot_support_status,localization_discount,validation_note
Northern Cape,noncommercial_wooded_land,1936,0.0,0.05,0.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Dry interior and riverine fringes do not justify a meaningful commercial forestry belt in this audit.,cape_economics.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/cape_economics.md,Timber was scarce in the arid parts of the colony; exploitable forests sat in the southern coastal mountains rather than the dry interior.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,Northern Cape and adjacent dry belts are arid-to-semi-arid systems where irrigation and grazing matter far more than forestry.,state_localized,direct,broad_potential_only,1.0,Northern Cape has no distinct commercial forestry slot; broad dryland woodedness does not drive x.
Northern Cape,arid_or_unusable,1936,0.0,0.0,0.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Dry interior and riverine fringes do not justify a meaningful commercial forestry belt in this audit.,cape_economics.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/cape_economics.md,Timber was scarce in the arid parts of the colony; exploitable forests sat in the southern coastal mountains rather than the dry interior.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,Northern Cape and adjacent dry belts are arid-to-semi-arid systems where irrigation and grazing matter far more than forestry.,state_localized,direct,broad_potential_only,1.0,Northern Cape has no distinct commercial forestry slot; broad dryland woodedness does not drive x.
Eastern Cape,high_suitability_plantation,1936,95000.0,1.0,95000.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Eastern Cape combines the surviving timber belt with a capped restoration allowance for the historically depleted Tsitsikamma-Outeniqua forestry zone.,Trade & Industrial Policy Strategies: South Africa’s Forestry Value Chain,https://www.tips.org.za/policy-briefs/item/download/1951_b81dc50ab22218561eec628aa634d782,"Eastern Cape afforested area = 141,812 ha in 2017; treated here as the surviving estate floor beneath a broader potential-capacity estimate.",cape_economics.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/cape_economics.md,The southern coastal mountains retained exploitable forests; the Eastern Cape timber economy is stronger than the western Cape interior.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape wood capacity is treated as a localized commercial forestry belt.
Eastern Cape,moderate_suitability_plantation,1936,140000.0,0.65,91000.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Eastern Cape combines the surviving timber belt with a capped restoration allowance for the historically depleted Tsitsikamma-Outeniqua forestry zone.,Trade & Industrial Policy Strategies: South Africa’s Forestry Value Chain,https://www.tips.org.za/policy-briefs/item/download/1951_b81dc50ab22218561eec628aa634d782,"Eastern Cape afforested area = 141,812 ha in 2017; treated here as the surviving estate floor beneath a broader potential-capacity estimate.",cape_economics.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/cape_economics.md,The southern coastal mountains retained exploitable forests; the Eastern Cape timber economy is stronger than the western Cape interior.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape wood capacity is treated as a localized commercial forestry belt.
Eastern Cape,restorable_commercial_forest,1936,180000.0,0.4,72000.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Eastern Cape combines the surviving timber belt with a capped restoration allowance for the historically depleted Tsitsikamma-Outeniqua forestry zone.,Trade & Industrial Policy Strategies: South Africa’s Forestry Value Chain,https://www.tips.org.za/policy-briefs/item/download/1951_b81dc50ab22218561eec628aa634d782,"Eastern Cape afforested area = 141,812 ha in 2017; treated here as the surviving estate floor beneath a broader potential-capacity estimate.",cape_economics.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/cape_economics.md,The southern coastal mountains retained exploitable forests; the Eastern Cape timber economy is stronger than the western Cape interior.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape wood capacity is treated as a localized commercial forestry belt.
Eastern Cape,marginal_forestry,1936,55000.0,0.2,11000.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Eastern Cape combines the surviving timber belt with a capped restoration allowance for the historically depleted Tsitsikamma-Outeniqua forestry zone.,Trade & Industrial Policy Strategies: South Africa’s Forestry Value Chain,https://www.tips.org.za/policy-briefs/item/download/1951_b81dc50ab22218561eec628aa634d782,"Eastern Cape afforested area = 141,812 ha in 2017; treated here as the surviving estate floor beneath a broader potential-capacity estimate.",cape_economics.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/cape_economics.md,The southern coastal mountains retained exploitable forests; the Eastern Cape timber economy is stronger than the western Cape interior.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape wood capacity is treated as a localized commercial forestry belt.
Eastern Cape,noncommercial_wooded_land,1936,0.0,0.05,0.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Eastern Cape combines the surviving timber belt with a capped restoration allowance for the historically depleted Tsitsikamma-Outeniqua forestry zone.,Trade & Industrial Policy Strategies: South Africa’s Forestry Value Chain,https://www.tips.org.za/policy-briefs/item/download/1951_b81dc50ab22218561eec628aa634d782,"Eastern Cape afforested area = 141,812 ha in 2017; treated here as the surviving estate floor beneath a broader potential-capacity estimate.",cape_economics.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/cape_economics.md,The southern coastal mountains retained exploitable forests; the Eastern Cape timber economy is stronger than the western Cape interior.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape wood capacity is treated as a localized commercial forestry belt.
Eastern Cape,arid_or_unusable,1936,0.0,0.0,0.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Eastern Cape combines the surviving timber belt with a capped restoration allowance for the historically depleted Tsitsikamma-Outeniqua forestry zone.,Trade & Industrial Policy Strategies: South Africa’s Forestry Value Chain,https://www.tips.org.za/policy-briefs/item/download/1951_b81dc50ab22218561eec628aa634d782,"Eastern Cape afforested area = 141,812 ha in 2017; treated here as the surviving estate floor beneath a broader potential-capacity estimate.",cape_economics.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/cape_economics.md,The southern coastal mountains retained exploitable forests; the Eastern Cape timber economy is stronger than the western Cape interior.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape wood capacity is treated as a localized commercial forestry belt.
West Transvaal,high_suitability_plantation,1936,0.0,1.0,0.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Interior plateau grain-and-mining country without a serious commercial forestry identity in this audit.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Gauteng and North West are defined primarily by maize, livestock, mining, and interior plateau farming rather than forestry belts.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West and Gauteng profiles are inland cereal-and-stock systems, not plantation or forest economies.",state_localized,direct,broad_potential_only,1.0,West Transvaal has no distinct commercial forestry slot; wooded land does not drive x.
West Transvaal,moderate_suitability_plantation,1936,0.0,0.65,0.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Interior plateau grain-and-mining country without a serious commercial forestry identity in this audit.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Gauteng and North West are defined primarily by maize, livestock, mining, and interior plateau farming rather than forestry belts.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West and Gauteng profiles are inland cereal-and-stock systems, not plantation or forest economies.",state_localized,direct,broad_potential_only,1.0,West Transvaal has no distinct commercial forestry slot; wooded land does not drive x.
West Transvaal,restorable_commercial_forest,1936,0.0,0.4,0.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Interior plateau grain-and-mining country without a serious commercial forestry identity in this audit.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Gauteng and North West are defined primarily by maize, livestock, mining, and interior plateau farming rather than forestry belts.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West and Gauteng profiles are inland cereal-and-stock systems, not plantation or forest economies.",state_localized,direct,broad_potential_only,1.0,West Transvaal has no distinct commercial forestry slot; wooded land does not drive x.
West Transvaal,marginal_forestry,1936,0.0,0.2,0.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Interior plateau grain-and-mining country without a serious commercial forestry identity in this audit.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Gauteng and North West are defined primarily by maize, livestock, mining, and interior plateau farming rather than forestry belts.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West and Gauteng profiles are inland cereal-and-stock systems, not plantation or forest economies.",state_localized,direct,broad_potential_only,1.0,West Transvaal has no distinct commercial forestry slot; wooded land does not drive x.
West Transvaal,noncommercial_wooded_land,1936,0.0,0.05,0.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Interior plateau grain-and-mining country without a serious commercial forestry identity in this audit.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Gauteng and North West are defined primarily by maize, livestock, mining, and interior plateau farming rather than forestry belts.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West and Gauteng profiles are inland cereal-and-stock systems, not plantation or forest economies.",state_localized,direct,broad_potential_only,1.0,West Transvaal has no distinct commercial forestry slot; wooded land does not drive x.
West Transvaal,arid_or_unusable,1936,0.0,0.0,0.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,Interior plateau grain-and-mining country without a serious commercial forestry identity in this audit.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Gauteng and North West are defined primarily by maize, livestock, mining, and interior plateau farming rather than forestry belts.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West and Gauteng profiles are inland cereal-and-stock systems, not plantation or forest economies.",state_localized,direct,broad_potential_only,1.0,West Transvaal has no distinct commercial forestry slot; wooded land does not drive x.
Eastern Transvaal,high_suitability_plantation,1936,180000.0,1.0,180000.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,"The wetter eastern escarpment remains the strongest commercial forestry state in-scope, with only a small restoration allowance above the surviving plantation estate.",Report on Commercial Timber Resources and Primary Roundwood Processing in South Africa 2019/2020,https://www.dffe.gov.za/sites/default/files/reports/research/forestry/annualreport_commercialtimberresources_primaryroundwoodprocessing2019to2020.pdf,"Table 20: Mpumalanga plantation area in 2019/20 = 348,111 ha; used here as the surviving estate floor.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga and Eswatini combine sugarcane, citrus, forestry, maize, and cattle across a humid escarpment-to-lowveld gradient.",state_localized,direct,distinct_slot_supported,1.0,Eastern Transvaal wood capacity is treated as a localized commercial forestry belt.
Eastern Transvaal,moderate_suitability_plantation,1936,220000.0,0.65,143000.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,"The wetter eastern escarpment remains the strongest commercial forestry state in-scope, with only a small restoration allowance above the surviving plantation estate.",Report on Commercial Timber Resources and Primary Roundwood Processing in South Africa 2019/2020,https://www.dffe.gov.za/sites/default/files/reports/research/forestry/annualreport_commercialtimberresources_primaryroundwoodprocessing2019to2020.pdf,"Table 20: Mpumalanga plantation area in 2019/20 = 348,111 ha; used here as the surviving estate floor.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga and Eswatini combine sugarcane, citrus, forestry, maize, and cattle across a humid escarpment-to-lowveld gradient.",state_localized,direct,distinct_slot_supported,1.0,Eastern Transvaal wood capacity is treated as a localized commercial forestry belt.
Eastern Transvaal,restorable_commercial_forest,1936,60000.0,0.4,24000.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,"The wetter eastern escarpment remains the strongest commercial forestry state in-scope, with only a small restoration allowance above the surviving plantation estate.",Report on Commercial Timber Resources and Primary Roundwood Processing in South Africa 2019/2020,https://www.dffe.gov.za/sites/default/files/reports/research/forestry/annualreport_commercialtimberresources_primaryroundwoodprocessing2019to2020.pdf,"Table 20: Mpumalanga plantation area in 2019/20 = 348,111 ha; used here as the surviving estate floor.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga and Eswatini combine sugarcane, citrus, forestry, maize, and cattle across a humid escarpment-to-lowveld gradient.",state_localized,direct,distinct_slot_supported,1.0,Eastern Transvaal wood capacity is treated as a localized commercial forestry belt.
Eastern Transvaal,marginal_forestry,1936,40000.0,0.2,8000.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,"The wetter eastern escarpment remains the strongest commercial forestry state in-scope, with only a small restoration allowance above the surviving plantation estate.",Report on Commercial Timber Resources and Primary Roundwood Processing in South Africa 2019/2020,https://www.dffe.gov.za/sites/default/files/reports/research/forestry/annualreport_commercialtimberresources_primaryroundwoodprocessing2019to2020.pdf,"Table 20: Mpumalanga plantation area in 2019/20 = 348,111 ha; used here as the surviving estate floor.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga and Eswatini combine sugarcane, citrus, forestry, maize, and cattle across a humid escarpment-to-lowveld gradient.",state_localized,direct,distinct_slot_supported,1.0,Eastern Transvaal wood capacity is treated as a localized commercial forestry belt.
Eastern Transvaal,noncommercial_wooded_land,1936,0.0,0.05,0.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,"The wetter eastern escarpment remains the strongest commercial forestry state in-scope, with only a small restoration allowance above the surviving plantation estate.",Report on Commercial Timber Resources and Primary Roundwood Processing in South Africa 2019/2020,https://www.dffe.gov.za/sites/default/files/reports/research/forestry/annualreport_commercialtimberresources_primaryroundwoodprocessing2019to2020.pdf,"Table 20: Mpumalanga plantation area in 2019/20 = 348,111 ha; used here as the surviving estate floor.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga and Eswatini combine sugarcane, citrus, forestry, maize, and cattle across a humid escarpment-to-lowveld gradient.",state_localized,direct,distinct_slot_supported,1.0,Eastern Transvaal wood capacity is treated as a localized commercial forestry belt.
Eastern Transvaal,arid_or_unusable,1936,0.0,0.0,0.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,"The wetter eastern escarpment remains the strongest commercial forestry state in-scope, with only a small restoration allowance above the surviving plantation estate.",Report on Commercial Timber Resources and Primary Roundwood Processing in South Africa 2019/2020,https://www.dffe.gov.za/sites/default/files/reports/research/forestry/annualreport_commercialtimberresources_primaryroundwoodprocessing2019to2020.pdf,"Table 20: Mpumalanga plantation area in 2019/20 = 348,111 ha; used here as the surviving estate floor.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga and Eswatini combine sugarcane, citrus, forestry, maize, and cattle across a humid escarpment-to-lowveld gradient.",state_localized,direct,distinct_slot_supported,1.0,Eastern Transvaal wood capacity is treated as a localized commercial forestry belt.
Northern Transvaal,high_suitability_plantation,1936,7500.0,1.0,7500.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,"Limpopo's small plantation fringe around the eastern escarpment is enough to justify a token wood row, but not a broad forestry-state cap.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Limpopo is a warm mixed-farming zone, not a major forestry province; any forestry row should stay small and escarpment-fringe rather than statewide.",Report on Commercial Timber Resources and Primary Roundwood Processing in South Africa 2019/2020,https://www.dffe.gov.za/sites/default/files/reports/research/forestry/annualreport_commercialtimberresources_primaryroundwoodprocessing2019to2020.pdf,"Table 20 and Limpopo section: 32,589 ha of commercial timber plantations were recorded in Limpopo in 2019/20.",state_localized,direct,distinct_slot_supported,1.0,Northern Transvaal wood capacity is localized to a small Limpopo plantation fringe around the eastern escarpment; it is not a broad forestry-state claim.
Northern Transvaal,moderate_suitability_plantation,1936,13500.0,0.65,8775.0,Wood is audited as potential effective commercial forestry land; representative year is metadata only and not GDP-selected.,"Limpopo's small plantation fringe around the eastern escarpment is enough to justify a token wood row, but not a broad forestry-state cap.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Limpopo is a warm mixed-farming zone, not a major forestry province; any forestry row should stay small and escarpment-fringe rather than statewide.",Report on Commercial Timber Resources and Primary Roundwood Processing in South Africa 2019/2020,https://www.dffe.gov.za/sites/default/files/reports/research/forestry/annualreport_commercialtimberresources_primaryroundwoodprocessing2019to2020.pdf,"Table 20 and Limpopo section: 32,589 ha of commercial timber plantations were recorded in Limpopo in 2019/20.",state_localized,direct,distinct_slot_supported,1.0,Northern Transvaal wood capacity is localized to a small Limpopo plantation fringe around the eastern escarpment; it is not a broad forestry-state claim.
