state,land_class,representative_year,raw_area_ha,effective_weight,effective_area_ha,year_selection_reason,capacity_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator,evidence_scope,target_match_status,slot_support_status,localization_discount,validation_note,row_id,row_status,supersedes_row_id,state_pass_index,changed_on,change_reason
West Transvaal,high_suitability_plantation,1936,0.0,1.0,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,West Transvaal remains outside the latent-rubber model; the western Highveld interior does not support a rubber slot.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,Interior plateau cereal-and-stock state; no humid lowland plantation belt is frozen here.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,West Transvaal analogues are interior mixed-farming states rather than tropical plantation belts.,state_localized,direct,broad_potential_only,1.0,West Transvaal is an interior Highveld state and does not support latent rubber.,rubber-target-capacity-0013,active,,0,,baseline row
West Transvaal,moderate_suitability_plantation,1936,0.0,0.6,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,West Transvaal remains outside the latent-rubber model; the western Highveld interior does not support a rubber slot.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,Interior plateau cereal-and-stock state; no humid lowland plantation belt is frozen here.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,West Transvaal analogues are interior mixed-farming states rather than tropical plantation belts.,state_localized,direct,broad_potential_only,1.0,West Transvaal is an interior Highveld state and does not support latent rubber.,rubber-target-capacity-0014,active,,0,,baseline row
West Transvaal,marginal_suitability_plantation,1936,0.0,0.2,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,West Transvaal remains outside the latent-rubber model; the western Highveld interior does not support a rubber slot.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,Interior plateau cereal-and-stock state; no humid lowland plantation belt is frozen here.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,West Transvaal analogues are interior mixed-farming states rather than tropical plantation belts.,state_localized,direct,broad_potential_only,1.0,West Transvaal is an interior Highveld state and does not support latent rubber.,rubber-target-capacity-0015,active,,0,,baseline row
West Transvaal,unsuitable_or_noncommercial,1936,0.0,0.0,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,West Transvaal remains outside the latent-rubber model; the western Highveld interior does not support a rubber slot.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,Interior plateau cereal-and-stock state; no humid lowland plantation belt is frozen here.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,West Transvaal analogues are interior mixed-farming states rather than tropical plantation belts.,state_localized,direct,broad_potential_only,1.0,West Transvaal is an interior Highveld state and does not support latent rubber.,rubber-target-capacity-0016,active,,0,,baseline row
Eastern Transvaal,high_suitability_plantation,1936,0.0,1.0,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,"Eastern Transvaal has tropical and subtropical lowveld pockets, but v3 keeps them as broad potential only rather than freezing a localized latent-rubber slot.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Mpumalanga row: maize, sugar, tobacco, bananas, and livestock dominate the warm lowveld; no localized rubber chain is frozen here.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga and Eswatini support sugarcane, tobacco, citrus, subtropical fruits, and forestry, but that broad humid profile is not treated as automatic rubber support.",regional_proxy,partial_overlap,broad_potential_only,0.6,"Eastern Transvaal has warm lowveld pockets, but v3 does not freeze a localized latent-rubber slot there.",rubber-target-capacity-0017,active,,0,,baseline row
Eastern Transvaal,moderate_suitability_plantation,1936,0.0,0.6,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,"Eastern Transvaal has tropical and subtropical lowveld pockets, but v3 keeps them as broad potential only rather than freezing a localized latent-rubber slot.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Mpumalanga row: maize, sugar, tobacco, bananas, and livestock dominate the warm lowveld; no localized rubber chain is frozen here.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga and Eswatini support sugarcane, tobacco, citrus, subtropical fruits, and forestry, but that broad humid profile is not treated as automatic rubber support.",regional_proxy,partial_overlap,broad_potential_only,0.6,"Eastern Transvaal has warm lowveld pockets, but v3 does not freeze a localized latent-rubber slot there.",rubber-target-capacity-0018,active,,0,,baseline row
Eastern Transvaal,marginal_suitability_plantation,1936,0.0,0.2,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,"Eastern Transvaal has tropical and subtropical lowveld pockets, but v3 keeps them as broad potential only rather than freezing a localized latent-rubber slot.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Mpumalanga row: maize, sugar, tobacco, bananas, and livestock dominate the warm lowveld; no localized rubber chain is frozen here.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga and Eswatini support sugarcane, tobacco, citrus, subtropical fruits, and forestry, but that broad humid profile is not treated as automatic rubber support.",regional_proxy,partial_overlap,broad_potential_only,0.6,"Eastern Transvaal has warm lowveld pockets, but v3 does not freeze a localized latent-rubber slot there.",rubber-target-capacity-0019,active,,0,,baseline row
Eastern Transvaal,unsuitable_or_noncommercial,1936,0.0,0.0,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,"Eastern Transvaal has tropical and subtropical lowveld pockets, but v3 keeps them as broad potential only rather than freezing a localized latent-rubber slot.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Mpumalanga row: maize, sugar, tobacco, bananas, and livestock dominate the warm lowveld; no localized rubber chain is frozen here.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga and Eswatini support sugarcane, tobacco, citrus, subtropical fruits, and forestry, but that broad humid profile is not treated as automatic rubber support.",regional_proxy,partial_overlap,broad_potential_only,0.6,"Eastern Transvaal has warm lowveld pockets, but v3 does not freeze a localized latent-rubber slot there.",rubber-target-capacity-0020,active,,0,,baseline row
Northern Transvaal,high_suitability_plantation,1936,0.0,1.0,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,"Northern Transvaal has a subtropical fringe, but v3 keeps latent rubber as broad potential only rather than as a frozen slot.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Limpopo row: maize, tobacco, cotton, bananas, and livestock dominate; no localized rubber chain is frozen here.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^lim]: Limpopo combines citrus, maize, tea/tobacco/groundnuts, cattle, goats, and sheep in a warm subtropical-to-montane gradient rather than a documented rubber belt.",regional_proxy,partial_overlap,broad_potential_only,0.6,"Northern Transvaal has subtropical fringe agriculture, but no localized latent-rubber slot is frozen in v3.",rubber-target-capacity-0021,active,,0,,baseline row
Northern Transvaal,moderate_suitability_plantation,1936,0.0,0.6,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,"Northern Transvaal has a subtropical fringe, but v3 keeps latent rubber as broad potential only rather than as a frozen slot.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Limpopo row: maize, tobacco, cotton, bananas, and livestock dominate; no localized rubber chain is frozen here.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^lim]: Limpopo combines citrus, maize, tea/tobacco/groundnuts, cattle, goats, and sheep in a warm subtropical-to-montane gradient rather than a documented rubber belt.",regional_proxy,partial_overlap,broad_potential_only,0.6,"Northern Transvaal has subtropical fringe agriculture, but no localized latent-rubber slot is frozen in v3.",rubber-target-capacity-0022,active,,0,,baseline row
Northern Transvaal,marginal_suitability_plantation,1936,0.0,0.2,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,"Northern Transvaal has a subtropical fringe, but v3 keeps latent rubber as broad potential only rather than as a frozen slot.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Limpopo row: maize, tobacco, cotton, bananas, and livestock dominate; no localized rubber chain is frozen here.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^lim]: Limpopo combines citrus, maize, tea/tobacco/groundnuts, cattle, goats, and sheep in a warm subtropical-to-montane gradient rather than a documented rubber belt.",regional_proxy,partial_overlap,broad_potential_only,0.6,"Northern Transvaal has subtropical fringe agriculture, but no localized latent-rubber slot is frozen in v3.",rubber-target-capacity-0023,active,,0,,baseline row
Northern Transvaal,unsuitable_or_noncommercial,1936,0.0,0.0,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,"Northern Transvaal has a subtropical fringe, but v3 keeps latent rubber as broad potential only rather than as a frozen slot.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Limpopo row: maize, tobacco, cotton, bananas, and livestock dominate; no localized rubber chain is frozen here.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^lim]: Limpopo combines citrus, maize, tea/tobacco/groundnuts, cattle, goats, and sheep in a warm subtropical-to-montane gradient rather than a documented rubber belt.",regional_proxy,partial_overlap,broad_potential_only,0.6,"Northern Transvaal has subtropical fringe agriculture, but no localized latent-rubber slot is frozen in v3.",rubber-target-capacity-0024,active,,0,,baseline row
Transorangia,high_suitability_plantation,1936,0.0,1.0,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,Transorangia remains outside the latent-rubber model; it is a dry grain-and-livestock interior state.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Free State profile is maize, wheat, tobacco, and livestock rather than tropical plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Free State analogues are interior grain states, not rubber country.",state_localized,direct,broad_potential_only,1.0,"Transorangia is a grain-and-stock interior state, not a rubber belt.",rubber-target-capacity-0025,active,,0,,baseline row
Transorangia,moderate_suitability_plantation,1936,0.0,0.6,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,Transorangia remains outside the latent-rubber model; it is a dry grain-and-livestock interior state.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Free State profile is maize, wheat, tobacco, and livestock rather than tropical plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Free State analogues are interior grain states, not rubber country.",state_localized,direct,broad_potential_only,1.0,"Transorangia is a grain-and-stock interior state, not a rubber belt.",rubber-target-capacity-0026,active,,0,,baseline row
Transorangia,marginal_suitability_plantation,1936,0.0,0.2,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,Transorangia remains outside the latent-rubber model; it is a dry grain-and-livestock interior state.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Free State profile is maize, wheat, tobacco, and livestock rather than tropical plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Free State analogues are interior grain states, not rubber country.",state_localized,direct,broad_potential_only,1.0,"Transorangia is a grain-and-stock interior state, not a rubber belt.",rubber-target-capacity-0027,active,,0,,baseline row
Transorangia,unsuitable_or_noncommercial,1936,0.0,0.0,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,Transorangia remains outside the latent-rubber model; it is a dry grain-and-livestock interior state.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Free State profile is maize, wheat, tobacco, and livestock rather than tropical plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Free State analogues are interior grain states, not rubber country.",state_localized,direct,broad_potential_only,1.0,"Transorangia is a grain-and-stock interior state, not a rubber belt.",rubber-target-capacity-0028,active,,0,,baseline row
Zululand,high_suitability_plantation,1936,0.0,1.0,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,"Zululand is humid and plantation-oriented, but the reset keeps latent rubber as broad potential only until the restored split state is audited on its own evidence chain.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"KwaZulu-Natal row: sugar, maize, livestock, bananas, and fishing are strongest; no localized rubber chain is frozen at reset time.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"The restored Zululand split carries humid littoral plantation logic, but v3 does not freeze a rubber slot there before the dedicated state pass.",regional_proxy,partial_overlap,broad_potential_only,0.6,"Zululand is humid and plantation-oriented, but the restored split state still does not freeze a localized latent-rubber slot in v3.",rubber-target-capacity-0029,active,,0,,baseline row
Zululand,moderate_suitability_plantation,1936,0.0,0.6,0.0,Latent rubber is audited as potential effective commercial plantation land; representative year is metadata only and not GDP-selected.,"Zululand is humid and plantation-oriented, but the reset keeps latent rubber as broad potential only until the restored split state is audited on its own evidence chain.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"KwaZulu-Natal row: sugar, maize, livestock, bananas, and fishing are strongest; no localized rubber chain is frozen at reset time.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"The restored Zululand split carries humid littoral plantation logic, but v3 does not freeze a rubber slot there before the dedicated state pass.",regional_proxy,partial_overlap,broad_potential_only,0.6,"Zululand is humid and plantation-oriented, but the restored split state still does not freeze a localized latent-rubber slot in v3.",rubber-target-capacity-0030,active,,0,,baseline row
