sheet,geography,resource,year,normalized_quantity,normalized_unit,source_title,source_url,citation_locator,note,evidence_scope,target_match_status,slot_support_status,localization_discount,validation_note
Free_State,"Kansas / central Great Plains
STATE_KANSAS
Vanilla name: Kansas",Wheat Farm,1934,2250000.612,t output,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Kansas",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-kansas.pdf,"State table, Any wheat threshed: 1934 total computed as winter wheat bushels 82,484,410 plus spring wheat bushels 189,089.","Historical wheat anchor for the Kansas comparator row, converted from bushels to metric tons at 27.2155 kg/bushel.",state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Kansas / central Great Plains
STATE_KANSAS
Vanilla name: Kansas",Wheat Farm,1939,3059393.8004,t output,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Kansas",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-kansas.pdf,"State table, Any wheat threshed: 1939 total computed as winter wheat bushels 112,403,600 plus spring wheat bushels 10,054.","Historical wheat anchor for the Kansas comparator row, converted from bushels to metric tons at 27.2155 kg/bushel.",state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1935,261920.1102,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1935 = 577.435 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1936,207461.8102,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1936 = 457.375 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1937,274237.411,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1937 = 604.590 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1938,234602.5097,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1938 = 517.210 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1939,372493.2294,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1939 = 821.207 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1940,237528.1805,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1940 = 523.660 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1941,208425.2404,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1941 = 459.499 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1942,260543.4573,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1942 = 574.400 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1943,250660.5868,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1943 = 552.612 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1944,341858.9615,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1944 = 753.670 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1945,369138.0066,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1945 = 813.810 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1946,420672.9037,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1946 = 927.425 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1947,411490.3798,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1947 = 907.181 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1948,343226.0889,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1948 = 756.684 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1949,338870.695,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1949 = 747.082 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Tobacco Plantation,1950,397342.3802,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 123, Tobacco, North Carolina, production 1950 = 875.990 (1,000 pounds).",Historical North Carolina tobacco anchor converted from thousand pounds to metric tons.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Gauteng,Gauteng target,Gold Fields (discovered),1913,262069.0621,kg output / proxy,"Survey of Current Business, December 1937, Table 48",https://apps.bea.gov/scb/issues/1937/scb-1937-december.pdf,"Table 48, Witwatersrand (Rand), total 1913 = 8,425,716 fine ounces.",Witwatersrand annual output converted to kilograms for the Gauteng goldfields row at 31.1034768 g/fine ounce.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.
Gauteng,Gauteng target,Gold Fields (discovered),1920,246672.3124,kg output / proxy,"Survey of Current Business, December 1937, Table 48",https://apps.bea.gov/scb/issues/1937/scb-1937-december.pdf,"Table 48, Witwatersrand (Rand), total 1920 = 7,930,699 fine ounces.",Witwatersrand annual output converted to kilograms for the Gauteng goldfields row at 31.1034768 g/fine ounce.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.
Gauteng,Gauteng target,Gold Fields (discovered),1930,318531.328,kg output / proxy,"Survey of Current Business, December 1937, Table 48",https://apps.bea.gov/scb/issues/1937/scb-1937-december.pdf,"Table 48, Witwatersrand (Rand), total 1930 = 10,241,020 fine ounces.",Witwatersrand annual output converted to kilograms for the Gauteng goldfields row at 31.1034768 g/fine ounce.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.
Gauteng,Gauteng target,Gold Fields (discovered),1936,327091.4713,kg output / proxy,"Survey of Current Business, December 1937, Table 48",https://apps.bea.gov/scb/issues/1937/scb-1937-december.pdf,"Table 48, Witwatersrand (Rand), total 1936 = 10,516,235 fine ounces.",Witwatersrand annual output converted to kilograms for the Gauteng goldfields row at 31.1034768 g/fine ounce.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.
Gauteng,Gauteng target,Lead Mine,1923,4320.0,t output,Lead in South Africa,https://www.saimm.co.za/Journal/v086n04p097.pdf,"Argent Mines and Smelter, 1922–1925: about 360 t of crude lead per month",Annualized representative lead output for the Argent district in the Transvaal/Gauteng row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1935,47520.6046,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1935 = 104.765 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1936,44154.4957,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1936 = 97.344 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1937,50788.2841,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1937 = 111.969 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1938,44863.0069,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1938 = 98.906 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1939,65247.9016,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1939 = 143.847 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1940,45501.665,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1940 = 100.314 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1941,40149.275,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1941 = 88.514 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1942,47241.6453,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1942 = 104.150 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1943,51177.0127,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1943 = 112.826 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1944,66341.0593,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1944 = 146.257 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1945,69542.5142,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1945 = 153.315 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1946,81111.8412,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1946 = 178.821 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1947,70194.3264,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1947 = 154.752 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1948,65222.0469,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1948 = 143.790 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1949,62129.4541,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1949 = 136.972 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Tobacco Plantation,1950,75067.7229,t output,Tobacco Situation and Outlook Yearbook. Statistical Bulletin No. 869,https://ers.usda.gov/sites/default/files/_laserfiche/publications/47092/59808_sb869.pdf,"Table 121, Tobacco, Virginia, production 1950 = 165.496 (1,000 pounds).",Historical Virginia tobacco anchor converted from thousand pounds to metric tons.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Botswana,Botswana target,Coal Mine,1936,0.0,t output,Coal Deposits,https://www.geologicalsociety.org.zw/sites/default/files/news-attachments/Coal%20Deposits%20Lesley%20Jeffrey%20Nov21%20GSZ.pdf,Spotlight on Botswana: 1973 – Morupule (AAC),Zero-output historical anchor for 1936 because the cited Botswana coal mine opens after the historical window.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.
Botswana,Botswana target,Livestock Ranch,1944,896902.0,head cattle,Botswana's Livestock Industry and Its Future Policy Implications,https://ageconsearch.umn.edu/record/272626/files/reading086.pdf,"Table 3. Cattle Population 1944-1968: 1944 = 896,902",Historical cattle-population anchor for Botswana's livestock-first row.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.
