target_state,comparator_geography,benchmark_state_id,rank,representative_year,land_class,raw_area_ha,effective_weight,effective_area_ha,benchmark_vanilla_arable_cap,year_selection_reason,capacity_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator
Cape Colony,Maule Region,STATE_SANTIAGO,2,1936,marginal_grazing,691304.3478260868,0.1,69130.43478260869,50.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Cape Colony comparator ranking row 2: Mediterranean valley-and-coast agriculture with wine, fruit, cereals, and sheep; somewhat cooler and more summer-rainfall influenced in parts.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,Maule Region,STATE_SANTIAGO,2,1936,desert_or_unusable,0.0,0.0,0.0,50.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Cape Colony comparator ranking row 2: Mediterranean valley-and-coast agriculture with wine, fruit, cereals, and sheep; somewhat cooler and more summer-rainfall influenced in parts.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,Western Australia,STATE_WESTERN_AUSTRALIA,3,1936,irrigated_perennial,152086.95652173914,1.25,190108.69565217392,30.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Cape Colony comparator ranking row 3: Southwest corner has a classic wheat–sheep belt plus wine and fruit; flatter and more spatially extensive than the Western Cape.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,Western Australia,STATE_WESTERN_AUSTRALIA,3,1936,reliable_rainfed_crop,656739.1304347826,1.0,656739.1304347826,30.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Cape Colony comparator ranking row 3: Southwest corner has a classic wheat–sheep belt plus wine and fruit; flatter and more spatially extensive than the Western Cape.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,Western Australia,STATE_WESTERN_AUSTRALIA,3,1936,mixed_farming,760434.7826086957,0.7,532304.3478260869,30.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Cape Colony comparator ranking row 3: Southwest corner has a classic wheat–sheep belt plus wine and fruit; flatter and more spatially extensive than the Western Cape.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,Western Australia,STATE_WESTERN_AUSTRALIA,3,1936,commercial_pasture,483913.0434782608,0.35,169369.56521739127,30.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Cape Colony comparator ranking row 3: Southwest corner has a classic wheat–sheep belt plus wine and fruit; flatter and more spatially extensive than the Western Cape.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,Western Australia,STATE_WESTERN_AUSTRALIA,3,1936,marginal_grazing,414782.60869565216,0.1,41478.260869565216,30.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Cape Colony comparator ranking row 3: Southwest corner has a classic wheat–sheep belt plus wine and fruit; flatter and more spatially extensive than the Western Cape.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,Western Australia,STATE_WESTERN_AUSTRALIA,3,1936,desert_or_unusable,0.0,0.0,0.0,30.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Cape Colony comparator ranking row 3: Southwest corner has a classic wheat–sheep belt plus wine and fruit; flatter and more spatially extensive than the Western Cape.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,O'Higgins Region,STATE_SANTIAGO,4,1936,irrigated_perennial,253478.26086956525,1.25,316847.82608695654,50.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Cape Colony comparator ranking row 4: Mediterranean fruit-and-wine region with valley farming and surrounding uplands; less maritime and less sheep-oriented than the Cape.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,O'Higgins Region,STATE_SANTIAGO,4,1936,reliable_rainfed_crop,1094565.2173913044,1.0,1094565.2173913044,50.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Cape Colony comparator ranking row 4: Mediterranean fruit-and-wine region with valley farming and surrounding uplands; less maritime and less sheep-oriented than the Cape.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,O'Higgins Region,STATE_SANTIAGO,4,1936,mixed_farming,1267391.3043478262,0.7,887173.9130434783,50.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Cape Colony comparator ranking row 4: Mediterranean fruit-and-wine region with valley farming and surrounding uplands; less maritime and less sheep-oriented than the Cape.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,O'Higgins Region,STATE_SANTIAGO,4,1936,commercial_pasture,806521.7391304346,0.35,282282.6086956521,50.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Cape Colony comparator ranking row 4: Mediterranean fruit-and-wine region with valley farming and surrounding uplands; less maritime and less sheep-oriented than the Cape.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,O'Higgins Region,STATE_SANTIAGO,4,1936,marginal_grazing,691304.3478260868,0.1,69130.43478260869,50.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Cape Colony comparator ranking row 4: Mediterranean fruit-and-wine region with valley farming and surrounding uplands; less maritime and less sheep-oriented than the Cape.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,O'Higgins Region,STATE_SANTIAGO,4,1936,desert_or_unusable,0.0,0.0,0.0,50.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Cape Colony comparator ranking row 4: Mediterranean fruit-and-wine region with valley farming and surrounding uplands; less maritime and less sheep-oriented than the Cape.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,California,STATE_CALIFORNIA,5,1936,irrigated_perennial,1520869.5652173914,1.25,1901086.9565217393,300.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Cape Colony comparator ranking row 5: Especially the Central Coast/Central Valley mix: Mediterranean climate, vineyards, fruit, and irrigated field crops; much larger and more irrigation-heavy.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,California,STATE_CALIFORNIA,5,1936,reliable_rainfed_crop,6567391.304347826,1.0,6567391.304347826,300.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Cape Colony comparator ranking row 5: Especially the Central Coast/Central Valley mix: Mediterranean climate, vineyards, fruit, and irrigated field crops; much larger and more irrigation-heavy.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,California,STATE_CALIFORNIA,5,1936,mixed_farming,7604347.826086958,0.7,5323043.47826087,300.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Cape Colony comparator ranking row 5: Especially the Central Coast/Central Valley mix: Mediterranean climate, vineyards, fruit, and irrigated field crops; much larger and more irrigation-heavy.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,California,STATE_CALIFORNIA,5,1936,commercial_pasture,4839130.434782608,0.35,1693695.6521739129,300.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Cape Colony comparator ranking row 5: Especially the Central Coast/Central Valley mix: Mediterranean climate, vineyards, fruit, and irrigated field crops; much larger and more irrigation-heavy.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,California,STATE_CALIFORNIA,5,1936,marginal_grazing,4147826.0869565215,0.1,414782.60869565216,300.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Cape Colony comparator ranking row 5: Especially the Central Coast/Central Valley mix: Mediterranean climate, vineyards, fruit, and irrigated field crops; much larger and more irrigation-heavy.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,California,STATE_CALIFORNIA,5,1936,desert_or_unusable,0.0,0.0,0.0,300.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Cape Colony comparator ranking row 5: Especially the Central Coast/Central Valley mix: Mediterranean climate, vineyards, fruit, and irrigated field crops; much larger and more irrigation-heavy.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,Valparaíso Region,STATE_SANTIAGO,6,1936,irrigated_perennial,253478.26086956525,1.25,316847.82608695654,50.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Cape Colony comparator ranking row 6: Mediterranean coastal hills with wine, fruit, and vegetables; less cereal/sheep weight than the Cape interior.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
Cape Colony,Valparaíso Region,STATE_SANTIAGO,6,1936,reliable_rainfed_crop,1094565.2173913044,1.0,1094565.2173913044,50.0,Comparator land capacity is benchmarked as broad potential effective hectares per vanilla arable cap rather than GDP-selected crop output.,Benchmark analogue for Cape Colony; effective hectares are scaled from the reviewed target-state land profile and the comparator vanilla arable cap.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Cape Colony comparator ranking row 6: Mediterranean coastal hills with wine, fruit, and vegetables; less cereal/sheep weight than the Cape interior.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Western Cape row: wheat, wine, livestock strongly; tobacco only in pockets."
